Time,Event context,Component,Event name,Description
"10/01/21, 06:18",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,The status of the submission has been viewed.,The user with id '8414' has viewed the submission status page for the assignment with course module id '4717'.
"10/01/21, 06:18",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8414' viewed the 'assign' activity with course module id '4717'.
"10/01/21, 06:18",Course: Semantic Web,System,Course viewed,The user with id '8414' viewed the course with id '130'.
"10/01/21, 06:17",Wiki: ?????? ?? ??????,Wiki,Wiki page viewed,The user with id '8414' viewed the page with id '303' for the wiki with course module id '6512'.
"10/01/21, 06:17",Wiki: ?????? ?? ??????,Wiki,Wiki page locks deleted,The user with id '8414' deleted locks for the page with id '303' for the wiki with course module id '6512'.
"10/01/21, 06:17",Wiki: ?????? ?? ??????,Wiki,Wiki page updated,The user with id '8414' updated the page with id '303' for the wiki with course module id '6512'.
"10/01/21, 06:15",Wiki: ?????? ?? ??????,Wiki,Course module viewed,The user with id '8414' viewed the 'wiki' activity with course module id '6512'.
"10/01/21, 06:14",Course: Semantic Web,System,Course viewed,The user with id '8414' viewed the course with id '130'.
"10/01/21, 06:09",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Wiki page viewed,The user with id '8414' viewed the page with id '286' for the wiki with course module id '5136'.
"10/01/21, 06:09",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Wiki page map viewed,The user with id '8414' viewed the wiki map for the page with id '286' for the wiki with course module id '5136'.
"10/01/21, 06:09",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Comments viewed,The user with id '8414' viewed the comments for the page with id '286' for the wiki with course module id '5136'.
"10/01/21, 06:07",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Wiki history viewed,The user with id '8414' viewed the history for the page with id '286' for the wiki with course module id '5136'.
"10/01/21, 06:07",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Course module viewed,The user with id '8414' viewed the 'wiki' activity with course module id '5136'.
"10/01/21, 06:06",Course: Semantic Web,System,Course viewed,The user with id '8414' viewed the course with id '130'.
"10/01/21, 06:04",Wiki: ?????? ?? ??????,Wiki,Course module viewed,The user with id '8414' viewed the 'wiki' activity with course module id '6512'.
"10/01/21, 06:04",Course: Semantic Web,System,Course viewed,The user with id '8414' viewed the course with id '130'.
"10/01/21, 06:03",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Wiki page viewed,The user with id '8414' viewed the page with id '286' for the wiki with course module id '5136'.
"10/01/21, 06:03",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Wiki page locks deleted,The user with id '8414' deleted locks for the page with id '286' for the wiki with course module id '5136'.
"10/01/21, 06:03",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Wiki page updated,The user with id '8414' updated the page with id '286' for the wiki with course module id '5136'.
"10/01/21, 05:57",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Course module viewed,The user with id '8414' viewed the 'wiki' activity with course module id '5136'.
"10/01/21, 05:57",Course: Semantic Web,System,Course viewed,The user with id '8414' viewed the course with id '130'.
"10/01/21, 02:13",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Wiki page viewed,The user with id '8417' viewed the page with id '286' for the wiki with course module id '5136'.
"10/01/21, 02:11",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Course module viewed,The user with id '8417' viewed the 'wiki' activity with course module id '5136'.
"10/01/21, 02:11",Course: Semantic Web,System,Course viewed,The user with id '8417' viewed the course with id '130'.
"10/01/21, 02:10",File: ?????? ????????? ??? 26.01.2021,File,Course module viewed,The user with id '8417' viewed the 'resource' activity with course module id '6519'.
"10/01/21, 02:10",Course: Semantic Web,System,Course viewed,The user with id '8417' viewed the course with id '130'.
"10/01/21, 02:10",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,The status of the submission has been viewed.,The user with id '8417' has viewed the submission status page for the assignment with course module id '4717'.
"10/01/21, 02:10",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8417' viewed the 'assign' activity with course module id '4717'.
"10/01/21, 02:10",Course: Semantic Web,System,Course viewed,The user with id '8417' viewed the course with id '130'.
"10/01/21, 02:10",Wiki: ?????? ?? ??????,Wiki,Course module viewed,The user with id '8417' viewed the 'wiki' activity with course module id '6512'.
"10/01/21, 02:10",Course: Semantic Web,System,Course viewed,The user with id '8417' viewed the course with id '130'.
"10/01/21, 01:55",Course: Semantic Web,System,Course viewed,The user with id '8393' viewed the course with id '130'.
"10/01/21, 01:54",Wiki: ?????? ?? ??????,Wiki,Course module viewed,The user with id '8393' viewed the 'wiki' activity with course module id '6512'.
"10/01/21, 01:54",Course: Semantic Web,System,Course viewed,The user with id '8393' viewed the course with id '130'.
"10/01/21, 00:17",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Course module viewed,The user with id '8417' viewed the 'wiki' activity with course module id '5136'.
"10/01/21, 00:16",Course: Semantic Web,System,Course viewed,The user with id '8417' viewed the course with id '130'.
"9/01/21, 22:58",Course: Semantic Web,System,Course viewed,The user with id '8451' viewed the course with id '130'.
"9/01/21, 22:48",Course: Semantic Web,System,Course viewed,The user with id '8442' viewed the course with id '130'.
"9/01/21, 22:48",Assignment: ??????? ?? ???. 4,Assignment,The status of the submission has been viewed.,The user with id '8442' has viewed the submission status page for the assignment with course module id '6389'.
"9/01/21, 22:48",Assignment: ??????? ?? ???. 4,Assignment,Course module viewed,The user with id '8442' viewed the 'assign' activity with course module id '6389'.
"9/01/21, 22:48",Course: Semantic Web,System,Course viewed,The user with id '8442' viewed the course with id '130'.
"9/01/21, 22:46",File: ?????? ????????? ??? 26.01.2021,File,Course module viewed,The user with id '8442' viewed the 'resource' activity with course module id '6519'.
"9/01/21, 22:41",Course: Semantic Web,System,Course viewed,The user with id '8442' viewed the course with id '130'.
"9/01/21, 22:15",File: ??????,File,Course module viewed,The user with id '8406' viewed the 'resource' activity with course module id '5158'.
"9/01/21, 22:15",Course: Semantic Web,System,Course viewed,The user with id '8406' viewed the course with id '130'.
"9/01/21, 21:47",File: ?????????? 3,File,Course module viewed,The user with id '8449' viewed the 'resource' activity with course module id '4839'.
"9/01/21, 21:47",Course: Semantic Web,System,Course viewed,The user with id '8449' viewed the course with id '130'.
"9/01/21, 21:30",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Wiki page viewed,The user with id '8403' viewed the page with id '286' for the wiki with course module id '5136'.
"9/01/21, 21:30",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Wiki page locks deleted,The user with id '8403' deleted locks for the page with id '286' for the wiki with course module id '5136'.
"9/01/21, 21:30",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Wiki page updated,The user with id '8403' updated the page with id '286' for the wiki with course module id '5136'.
"9/01/21, 21:29",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Wiki page viewed,The user with id '8403' viewed the page with id '286' for the wiki with course module id '5136'.
"9/01/21, 21:29",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Wiki page locks deleted,The user with id '8403' deleted locks for the page with id '286' for the wiki with course module id '5136'.
"9/01/21, 21:29",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Wiki page updated,The user with id '8403' updated the page with id '286' for the wiki with course module id '5136'.
"9/01/21, 21:28",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Course module viewed,The user with id '8403' viewed the 'wiki' activity with course module id '5136'.
"9/01/21, 21:27",Course: Semantic Web,System,Course viewed,The user with id '8403' viewed the course with id '130'.
"9/01/21, 21:17",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Course module viewed,The user with id '8403' viewed the 'wiki' activity with course module id '5136'.
"9/01/21, 21:17",Course: Semantic Web,System,Course viewed,The user with id '8403' viewed the course with id '130'.
"9/01/21, 21:04",Course: Semantic Web,System,Course viewed,The user with id '8447' viewed the course with id '130'.
"9/01/21, 20:08",File: Protege OWL Tutorial,File,Course module viewed,The user with id '8449' viewed the 'resource' activity with course module id '4842'.
"9/01/21, 20:04",URL: Demonstration,URL,Course module viewed,The user with id '8449' viewed the 'url' activity with course module id '1018'.
"9/01/21, 19:50",File: ?????? 5: Description Logics (DL). Ontology Reasoning.,File,Course module viewed,The user with id '8449' viewed the 'resource' activity with course module id '4715'.
"9/01/21, 19:50",File: ?????? 7: ??????????? ?? ????????? ? Prot�g�,File,Course module viewed,The user with id '8449' viewed the 'resource' activity with course module id '4727'.
"9/01/21, 19:50",File: ?????? 6: ??????????? ?? ?????????,File,Course module viewed,The user with id '8449' viewed the 'resource' activity with course module id '4716'.
"9/01/21, 19:50",Course: Semantic Web,System,Course viewed,The user with id '8449' viewed the course with id '130'.
"9/01/21, 19:49",File: ?????? 10: Oracle Spatial and Graph Graph Overview,File,Course module viewed,The user with id '8449' viewed the 'resource' activity with course module id '4769'.
"9/01/21, 19:49",URL: Prot�g�,URL,Course module viewed,The user with id '8449' viewed the 'url' activity with course module id '4092'.
"9/01/21, 19:48",File: ?????? 9: ???????????? ?? ?????????? ???,File,Course module viewed,The user with id '8449' viewed the 'resource' activity with course module id '4768'.
"9/01/21, 19:48",Course: Semantic Web,System,Course viewed,The user with id '8449' viewed the course with id '130'.
"9/01/21, 18:44",Wiki: ?????? ?? ??????,Wiki,Course module viewed,The user with id '8419' viewed the 'wiki' activity with course module id '6512'.
"9/01/21, 18:43",Course: Semantic Web,System,Course viewed,The user with id '8419' viewed the course with id '130'.
"9/01/21, 16:56",Wiki: ????? ?a ???? ?? ?????? (40 ?.),Wiki,Course module viewed,The user with id '8449' viewed the 'wiki' activity with course module id '5135'.
"9/01/21, 16:56",Course: Semantic Web,System,Course viewed,The user with id '8449' viewed the course with id '130'.
"9/01/21, 16:08",File: ?????? ????????? ??? 26.01.2021,File,Course module viewed,The user with id '8449' viewed the 'resource' activity with course module id '6519'.
"9/01/21, 16:07",Course: Semantic Web,System,Course viewed,The user with id '8449' viewed the course with id '130'.
"9/01/21, 16:07",Wiki: ?????? ?? ??????,Wiki,Course module viewed,The user with id '8449' viewed the 'wiki' activity with course module id '6512'.
"9/01/21, 16:06",Course: Semantic Web,System,Course viewed,The user with id '8449' viewed the course with id '130'.
"9/01/21, 15:31",Assignment: ??????? ?? ???. 5,Assignment,The status of the submission has been viewed.,The user with id '8451' has viewed the submission status page for the assignment with course module id '6390'.
"9/01/21, 15:31",Assignment: ??????? ?? ???. 5,Assignment,Course module viewed,The user with id '8451' viewed the 'assign' activity with course module id '6390'.
"9/01/21, 13:47",Course: Semantic Web,System,Course viewed,The user with id '8436' viewed the course with id '130'.
"9/01/21, 13:24",Course: Semantic Web,System,Course viewed,The user with id '8436' viewed the course with id '130'.
"9/01/21, 13:24",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Course module viewed,The user with id '8436' viewed the 'wiki' activity with course module id '5136'.
"9/01/21, 13:24",Course: Semantic Web,System,Course viewed,The user with id '8436' viewed the course with id '130'.
"9/01/21, 11:57",Course: Semantic Web,System,Course viewed,The user with id '8391' viewed the course with id '130'.
