Time,Event context,Component,Event name,Description
"4/01/21, 09:33",Assignment: ??????? ?? ???. 4,Assignment,Course module viewed,The user with id '8395' viewed the 'assign' activity with course module id '6389'.
"4/01/21, 09:33",Assignment: ??????? ?? ???. 4,Assignment,The status of the submission has been viewed.,The user with id '8395' has viewed the submission status page for the assignment with course module id '6389'.
"4/01/21, 09:33",Assignment: ??????? ?? ???. 4,Assignment,Course module viewed,The user with id '8395' viewed the 'assign' activity with course module id '6389'.
"4/01/21, 09:33",Wiki: ?????? ?? ??????,Wiki,Course module viewed,The user with id '8407' viewed the 'wiki' activity with course module id '6512'.
"4/01/21, 09:33",Course: Semantic Web,System,Course viewed,The user with id '8407' viewed the course with id '130'.
"4/01/21, 09:32",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Course module viewed,The user with id '8407' viewed the 'wiki' activity with course module id '5136'.
"4/01/21, 09:32",Course: Semantic Web,System,Course viewed,The user with id '8407' viewed the course with id '130'.
"4/01/21, 09:32",Course: Semantic Web,System,Course viewed,The user with id '8395' viewed the course with id '130'.
"4/01/21, 09:32",Wiki: ?????? ?? ??????,Wiki,Course module viewed,The user with id '8407' viewed the 'wiki' activity with course module id '6512'.
"4/01/21, 09:32",Course: Semantic Web,System,Course viewed,The user with id '8407' viewed the course with id '130'.
"4/01/21, 09:32",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,The status of the submission has been viewed.,The user with id '8407' has viewed the submission status page for the assignment with course module id '4717'.
"4/01/21, 09:32",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8407' viewed the 'assign' activity with course module id '4717'.
"4/01/21, 09:32",Course: Semantic Web,System,Course viewed,The user with id '8407' viewed the course with id '130'.
"4/01/21, 09:24",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Course module viewed,The user with id '8452' viewed the 'wiki' activity with course module id '5136'.
"4/01/21, 09:24",Course: Semantic Web,System,Course viewed,The user with id '8452' viewed the course with id '130'.
"4/01/21, 08:14",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,The status of the submission has been viewed.,The user with id '8380' has viewed the submission status page for the assignment with course module id '4717'.
"4/01/21, 08:14",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8380' viewed the 'assign' activity with course module id '4717'.
"4/01/21, 08:14",Course: Semantic Web,System,Course viewed,The user with id '8380' viewed the course with id '130'.
"3/01/21, 22:53",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Course module viewed,The user with id '8430' viewed the 'wiki' activity with course module id '5136'.
"3/01/21, 22:52",Course: Semantic Web,System,Course viewed,The user with id '8430' viewed the course with id '130'.
"3/01/21, 22:43",URL: Prot�g�,URL,Course module viewed,The user with id '8437' viewed the 'url' activity with course module id '4092'.
"3/01/21, 22:43",Course: Semantic Web,System,Course viewed,The user with id '8459' viewed the course with id '130'.
"3/01/21, 22:43",Course: Semantic Web,System,Course viewed,The user with id '8437' viewed the course with id '130'.
"3/01/21, 22:39",File: ??????,File,Course module viewed,The user with id '8459' viewed the 'resource' activity with course module id '5158'.
"3/01/21, 22:39",Course: Semantic Web,System,Course viewed,The user with id '8459' viewed the course with id '130'.
"3/01/21, 22:38",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Course module viewed,The user with id '8459' viewed the 'wiki' activity with course module id '5136'.
"3/01/21, 22:38",Course: Semantic Web,System,Course viewed,The user with id '8459' viewed the course with id '130'.
"3/01/21, 22:35",Wiki: ????? ?a ???? ?? ?????? (40 ?.),Wiki,Course module viewed,The user with id '8459' viewed the 'wiki' activity with course module id '5135'.
"3/01/21, 22:35",Course: Semantic Web,System,Course viewed,The user with id '8459' viewed the course with id '130'.
"3/01/21, 22:35",File: ???????? ?? ???????? ?? ?????????? ? ????????? ?? ????? ? ?????? ??????,File,Course module viewed,The user with id '8459' viewed the 'resource' activity with course module id '1026'.
"3/01/21, 22:34",Course: Semantic Web,System,Course viewed,The user with id '8459' viewed the course with id '130'.
"3/01/21, 22:32",Course: Semantic Web,System,Course viewed,The user with id '8459' viewed the course with id '130'.
"3/01/21, 22:32",Assignment: ??????? ?? ???. 2,Assignment,The status of the submission has been viewed.,The user with id '8459' has viewed the submission status page for the assignment with course module id '6387'.
"3/01/21, 22:32",Assignment: ??????? ?? ???. 2,Assignment,Course module viewed,The user with id '8459' viewed the 'assign' activity with course module id '6387'.
"3/01/21, 22:32",Course: Semantic Web,System,Recent activity viewed,The user with id '8459' viewed the recent activity report in the course with id '130'.
"3/01/21, 22:32",Course: Semantic Web,System,Course viewed,The user with id '8459' viewed the course with id '130'.
"3/01/21, 22:32",Assignment: ??????? ?? ???. 5,Assignment,The status of the submission has been viewed.,The user with id '8459' has viewed the submission status page for the assignment with course module id '6390'.
"3/01/21, 22:32",Assignment: ??????? ?? ???. 5,Assignment,Course module viewed,The user with id '8459' viewed the 'assign' activity with course module id '6390'.
"3/01/21, 22:32",Assignment: ??????? ?? ???. 5,Assignment,Submission form viewed.,The user with id '8459' viewed their submission for the assignment with course module id '6390'.
"3/01/21, 22:32",Assignment: ??????? ?? ???. 5,Assignment,Course module viewed,The user with id '8459' viewed the 'assign' activity with course module id '6390'.
"3/01/21, 22:31",Assignment: ??????? ?? ???. 5,Assignment,Submission form viewed.,The user with id '8459' viewed their submission for the assignment with course module id '6390'.
"3/01/21, 22:31",Assignment: ??????? ?? ???. 5,Assignment,Course module viewed,The user with id '8459' viewed the 'assign' activity with course module id '6390'.
"3/01/21, 22:31",Assignment: ??????? ?? ???. 5,Assignment,Submission form viewed.,The user with id '8459' viewed their submission for the assignment with course module id '6390'.
"3/01/21, 22:31",Assignment: ??????? ?? ???. 5,Assignment,Course module viewed,The user with id '8459' viewed the 'assign' activity with course module id '6390'.
"3/01/21, 22:31",Assignment: ??????? ?? ???. 5,Assignment,A submission has been submitted.,The user with id '8459' has submitted the submission with id '22690' for the assignment with course module id '6390'.
"3/01/21, 22:31",Assignment: ??????? ?? ???. 5,File submissions,Submission created.,The user with id '8459' created a file submission and uploaded '1' file/s in the assignment with course module id '6390'.
"3/01/21, 22:31",Assignment: ??????? ?? ???. 5,File submissions,A file has been uploaded.,The user with id '8459' has uploaded a file to the submission with id '22690' in the assignment activity with course module id '6390'.
"3/01/21, 22:31",Assignment: ??????? ?? ???. 5,Assignment,Course module viewed,The user with id '8459' viewed the 'assign' activity with course module id '6390'.
"3/01/21, 22:31",Assignment: ??????? ?? ???. 5,Assignment,Submission form viewed.,The user with id '8459' viewed their submission for the assignment with course module id '6390'.
"3/01/21, 22:31",Assignment: ??????? ?? ???. 5,Assignment,Course module viewed,The user with id '8459' viewed the 'assign' activity with course module id '6390'.
"3/01/21, 22:31",Assignment: ??????? ?? ???. 5,Assignment,The status of the submission has been viewed.,The user with id '8459' has viewed the submission status page for the assignment with course module id '6390'.
"3/01/21, 22:31",Assignment: ??????? ?? ???. 5,Assignment,Course module viewed,The user with id '8459' viewed the 'assign' activity with course module id '6390'.
"3/01/21, 22:31",Assignment: ??????? ?? ???. 5,Assignment,Course module viewed,The user with id '8459' viewed the 'assign' activity with course module id '6390'.
"3/01/21, 22:30",Assignment: ??????? ?? ???. 5,Assignment,Submission form viewed.,The user with id '8459' viewed their submission for the assignment with course module id '6390'.
"3/01/21, 22:30",Assignment: ??????? ?? ???. 5,Assignment,Course module viewed,The user with id '8459' viewed the 'assign' activity with course module id '6390'.
"3/01/21, 22:30",Assignment: ??????? ?? ???. 5,Assignment,The status of the submission has been viewed.,The user with id '8459' has viewed the submission status page for the assignment with course module id '6390'.
"3/01/21, 22:30",Assignment: ??????? ?? ???. 5,Assignment,Course module viewed,The user with id '8459' viewed the 'assign' activity with course module id '6390'.
"3/01/21, 22:30",Course: Semantic Web,System,Course viewed,The user with id '8459' viewed the course with id '130'.
"3/01/21, 22:30",Assignment: ??????? ?? ???. 4,Assignment,The status of the submission has been viewed.,The user with id '8459' has viewed the submission status page for the assignment with course module id '6389'.
"3/01/21, 22:30",Assignment: ??????? ?? ???. 4,Assignment,Course module viewed,The user with id '8459' viewed the 'assign' activity with course module id '6389'.
"3/01/21, 22:30",Assignment: ??????? ?? ???. 4,Assignment,A submission has been submitted.,The user with id '8459' has submitted the submission with id '22689' for the assignment with course module id '6389'.
"3/01/21, 22:30",Assignment: ??????? ?? ???. 4,File submissions,Submission created.,The user with id '8459' created a file submission and uploaded '1' file/s in the assignment with course module id '6389'.
"3/01/21, 22:30",Assignment: ??????? ?? ???. 4,File submissions,A file has been uploaded.,The user with id '8459' has uploaded a file to the submission with id '22689' in the assignment activity with course module id '6389'.
"3/01/21, 22:30",Assignment: ??????? ?? ???. 4,Assignment,Course module viewed,The user with id '8459' viewed the 'assign' activity with course module id '6389'.
"3/01/21, 22:29",Assignment: ??????? ?? ???. 4,Assignment,Submission form viewed.,The user with id '8459' viewed their submission for the assignment with course module id '6389'.
"3/01/21, 22:29",Assignment: ??????? ?? ???. 4,Assignment,Course module viewed,The user with id '8459' viewed the 'assign' activity with course module id '6389'.
"3/01/21, 22:29",Assignment: ??????? ?? ???. 4,Assignment,The status of the submission has been viewed.,The user with id '8459' has viewed the submission status page for the assignment with course module id '6389'.
"3/01/21, 22:29",Assignment: ??????? ?? ???. 4,Assignment,Course module viewed,The user with id '8459' viewed the 'assign' activity with course module id '6389'.
"3/01/21, 22:29",Course: Semantic Web,System,Course viewed,The user with id '8459' viewed the course with id '130'.
"3/01/21, 22:29",Assignment: ??????? ?? ???. 3,Assignment,The status of the submission has been viewed.,The user with id '8459' has viewed the submission status page for the assignment with course module id '6388'.
"3/01/21, 22:29",Assignment: ??????? ?? ???. 3,Assignment,Course module viewed,The user with id '8459' viewed the 'assign' activity with course module id '6388'.
"3/01/21, 22:29",Assignment: ??????? ?? ???. 3,Assignment,A submission has been submitted.,The user with id '8459' has submitted the submission with id '22687' for the assignment with course module id '6388'.
"3/01/21, 22:29",Assignment: ??????? ?? ???. 3,File submissions,Submission created.,The user with id '8459' created a file submission and uploaded '1' file/s in the assignment with course module id '6388'.
"3/01/21, 22:29",Assignment: ??????? ?? ???. 3,File submissions,A file has been uploaded.,The user with id '8459' has uploaded a file to the submission with id '22687' in the assignment activity with course module id '6388'.
"3/01/21, 22:29",Assignment: ??????? ?? ???. 3,Assignment,Course module viewed,The user with id '8459' viewed the 'assign' activity with course module id '6388'.
"3/01/21, 22:28",Assignment: ??????? ?? ???. 3,Assignment,Submission form viewed.,The user with id '8459' viewed their submission for the assignment with course module id '6388'.
"3/01/21, 22:28",Assignment: ??????? ?? ???. 3,Assignment,Course module viewed,The user with id '8459' viewed the 'assign' activity with course module id '6388'.
"3/01/21, 22:28",Assignment: ??????? ?? ???. 3,Assignment,The status of the submission has been viewed.,The user with id '8459' has viewed the submission status page for the assignment with course module id '6388'.
"3/01/21, 22:28",Assignment: ??????? ?? ???. 3,Assignment,Course module viewed,The user with id '8459' viewed the 'assign' activity with course module id '6388'.
"3/01/21, 22:28",Course: Semantic Web,System,Course viewed,The user with id '8459' viewed the course with id '130'.
"3/01/21, 22:15",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Course module viewed,The user with id '8406' viewed the 'wiki' activity with course module id '5136'.
"3/01/21, 22:15",Wiki: ?????? ?? ??????,Wiki,Course module viewed,The user with id '8406' viewed the 'wiki' activity with course module id '6512'.
"3/01/21, 22:15",Course: Semantic Web,System,Course viewed,The user with id '8406' viewed the course with id '130'.
"3/01/21, 22:01",Assignment: ??????? ?? ???. 2,Assignment,The status of the submission has been viewed.,The user with id '8459' has viewed the submission status page for the assignment with course module id '6387'.
"3/01/21, 22:01",Assignment: ??????? ?? ???. 2,Assignment,Course module viewed,The user with id '8459' viewed the 'assign' activity with course module id '6387'.
"3/01/21, 22:01",Course: Semantic Web,System,Course viewed,The user with id '8459' viewed the course with id '130'.
"3/01/21, 22:01",Assignment: ??????? ?? ???. 3,Assignment,The status of the submission has been viewed.,The user with id '8459' has viewed the submission status page for the assignment with course module id '6388'.
"3/01/21, 22:01",Assignment: ??????? ?? ???. 3,Assignment,Course module viewed,The user with id '8459' viewed the 'assign' activity with course module id '6388'.
"3/01/21, 22:01",Course: Semantic Web,System,Course viewed,The user with id '8459' viewed the course with id '130'.
"3/01/21, 22:01",Assignment: ??????? ?? ???. 2,Assignment,The status of the submission has been viewed.,The user with id '8459' has viewed the submission status page for the assignment with course module id '6387'.
"3/01/21, 22:01",Assignment: ??????? ?? ???. 2,Assignment,Course module viewed,The user with id '8459' viewed the 'assign' activity with course module id '6387'.
"3/01/21, 22:01",Course: Semantic Web,System,Course viewed,The user with id '8459' viewed the course with id '130'.
"3/01/21, 22:01",Assignment: ??????? ?? ???. 3,Assignment,The status of the submission has been viewed.,The user with id '8459' has viewed the submission status page for the assignment with course module id '6388'.
"3/01/21, 22:01",Assignment: ??????? ?? ???. 3,Assignment,Course module viewed,The user with id '8459' viewed the 'assign' activity with course module id '6388'.
"3/01/21, 22:01",Course: Semantic Web,System,Course viewed,The user with id '8459' viewed the course with id '130'.
"3/01/21, 22:01",Assignment: ??????? ?? ???. 1,Assignment,The status of the submission has been viewed.,The user with id '8459' has viewed the submission status page for the assignment with course module id '6386'.
"3/01/21, 22:01",Assignment: ??????? ?? ???. 1,Assignment,Course module viewed,The user with id '8459' viewed the 'assign' activity with course module id '6386'.
"3/01/21, 22:01",Course: Semantic Web,System,Course viewed,The user with id '8459' viewed the course with id '130'.
"3/01/21, 20:41",Wiki: ????? ?a ???? ?? ?????? (40 ?.),Wiki,Course module viewed,The user with id '8406' viewed the 'wiki' activity with course module id '5135'.
"3/01/21, 20:41",Course: Semantic Web,System,Course viewed,The user with id '8406' viewed the course with id '130'.
"3/01/21, 20:41",Course: Semantic Web,System,Course viewed,The user with id '8406' viewed the course with id '130'.
"3/01/21, 20:41",Course: Semantic Web,System,Course viewed,The user with id '8406' viewed the course with id '130'.
"3/01/21, 20:41",Wiki: ????? ?a ???? ?? ?????? (40 ?.),Wiki,Course module viewed,The user with id '8406' viewed the 'wiki' activity with course module id '5135'.
"3/01/21, 20:40",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Course module viewed,The user with id '8406' viewed the 'wiki' activity with course module id '5136'.
"3/01/21, 20:40",Course: Semantic Web,System,Course viewed,The user with id '8406' viewed the course with id '130'.
"3/01/21, 20:09",Course: Semantic Web,System,Course viewed,The user with id '8447' viewed the course with id '130'.
"3/01/21, 20:09",Assignment: ??????? ?? ???. 1,Assignment,The status of the submission has been viewed.,The user with id '8447' has viewed the submission status page for the assignment with course module id '6386'.
"3/01/21, 20:09",Assignment: ??????? ?? ???. 1,Assignment,Course module viewed,The user with id '8447' viewed the 'assign' activity with course module id '6386'.
"3/01/21, 20:09",Course: Semantic Web,System,Course viewed,The user with id '8447' viewed the course with id '130'.
"3/01/21, 20:09",Assignment: ??????? ?? ???. 5,Assignment,The status of the submission has been viewed.,The user with id '8447' has viewed the submission status page for the assignment with course module id '6390'.
"3/01/21, 20:09",Assignment: ??????? ?? ???. 5,Assignment,Course module viewed,The user with id '8447' viewed the 'assign' activity with course module id '6390'.
"3/01/21, 20:09",Assignment: ??????? ?? ???. 5,Assignment,A submission has been submitted.,The user with id '8447' has submitted the submission with id '22663' for the assignment with course module id '6390'.
"3/01/21, 20:09",Assignment: ??????? ?? ???. 5,File submissions,Submission created.,The user with id '8447' created a file submission and uploaded '1' file/s in the assignment with course module id '6390'.
"3/01/21, 20:09",Assignment: ??????? ?? ???. 5,File submissions,A file has been uploaded.,The user with id '8447' has uploaded a file to the submission with id '22663' in the assignment activity with course module id '6390'.
"3/01/21, 20:09",Assignment: ??????? ?? ???. 5,Assignment,Course module viewed,The user with id '8447' viewed the 'assign' activity with course module id '6390'.
"3/01/21, 20:08",Assignment: ??????? ?? ???. 5,Assignment,Submission form viewed.,The user with id '8447' viewed their submission for the assignment with course module id '6390'.
"3/01/21, 20:08",Assignment: ??????? ?? ???. 5,Assignment,Course module viewed,The user with id '8447' viewed the 'assign' activity with course module id '6390'.
"3/01/21, 20:06",Course: Semantic Web,System,Course viewed,The user with id '8428' viewed the course with id '130'.
"3/01/21, 20:05",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Course module viewed,The user with id '8428' viewed the 'wiki' activity with course module id '5136'.
"3/01/21, 20:05",Course: Semantic Web,System,Course viewed,The user with id '8428' viewed the course with id '130'.
"3/01/21, 19:40",Assignment: ??????? ?? ???. 5,Assignment,The status of the submission has been viewed.,The user with id '8447' has viewed the submission status page for the assignment with course module id '6390'.
"3/01/21, 19:40",Assignment: ??????? ?? ???. 5,Assignment,Course module viewed,The user with id '8447' viewed the 'assign' activity with course module id '6390'.
"3/01/21, 19:40",Course: Semantic Web,System,Course viewed,The user with id '8447' viewed the course with id '130'.
"3/01/21, 19:40",Assignment: ??????? ?? ???. 4,Assignment,The status of the submission has been viewed.,The user with id '8447' has viewed the submission status page for the assignment with course module id '6389'.
"3/01/21, 19:40",Assignment: ??????? ?? ???. 4,Assignment,Course module viewed,The user with id '8447' viewed the 'assign' activity with course module id '6389'.
"3/01/21, 19:40",Assignment: ??????? ?? ???. 4,Assignment,A submission has been submitted.,The user with id '8447' has submitted the submission with id '21744' for the assignment with course module id '6389'.
"3/01/21, 19:40",Assignment: ??????? ?? ???. 4,File submissions,Submission created.,The user with id '8447' created a file submission and uploaded '1' file/s in the assignment with course module id '6389'.
"3/01/21, 19:40",Assignment: ??????? ?? ???. 4,File submissions,A file has been uploaded.,The user with id '8447' has uploaded a file to the submission with id '21744' in the assignment activity with course module id '6389'.
"3/01/21, 19:40",Assignment: ??????? ?? ???. 4,Assignment,Course module viewed,The user with id '8447' viewed the 'assign' activity with course module id '6389'.
"3/01/21, 19:39",Assignment: ??????? ?? ???. 4,Assignment,Submission form viewed.,The user with id '8447' viewed their submission for the assignment with course module id '6389'.
"3/01/21, 19:39",Assignment: ??????? ?? ???. 4,Assignment,Course module viewed,The user with id '8447' viewed the 'assign' activity with course module id '6389'.
"3/01/21, 19:14",Course: Semantic Web,System,Course viewed,The user with id '8413' viewed the course with id '130'.
"3/01/21, 19:14",Wiki: ?????? ?? ??????,Wiki,Wiki page viewed,The user with id '8413' viewed the page with id '303' for the wiki with course module id '6512'.
"3/01/21, 19:13",Course: Semantic Web,System,Course viewed,The user with id '8413' viewed the course with id '130'.
"3/01/21, 19:13",Assignment: ??????? ?? ???. 3,Assignment,The status of the submission has been viewed.,The user with id '8413' has viewed the submission status page for the assignment with course module id '6388'.
"3/01/21, 19:13",Assignment: ??????? ?? ???. 3,Assignment,Course module viewed,The user with id '8413' viewed the 'assign' activity with course module id '6388'.
"3/01/21, 19:13",Course: Semantic Web,System,Course viewed,The user with id '8413' viewed the course with id '130'.
"3/01/21, 19:13",Assignment: ??????? ?? ???. 4,Assignment,The status of the submission has been viewed.,The user with id '8413' has viewed the submission status page for the assignment with course module id '6389'.
"3/01/21, 19:13",Assignment: ??????? ?? ???. 4,Assignment,Course module viewed,The user with id '8413' viewed the 'assign' activity with course module id '6389'.
"3/01/21, 19:11",Course: Semantic Web,System,Course viewed,The user with id '8413' viewed the course with id '130'.
"3/01/21, 19:01",Assignment: ??????? ?? ???. 4,Assignment,The status of the submission has been viewed.,The user with id '8447' has viewed the submission status page for the assignment with course module id '6389'.
"3/01/21, 19:01",Assignment: ??????? ?? ???. 4,Assignment,Course module viewed,The user with id '8447' viewed the 'assign' activity with course module id '6389'.
"3/01/21, 19:01",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,The status of the submission has been viewed.,The user with id '8447' has viewed the submission status page for the assignment with course module id '4717'.
"3/01/21, 19:01",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8447' viewed the 'assign' activity with course module id '4717'.
"3/01/21, 19:01",Course: Semantic Web,System,Course viewed,The user with id '8447' viewed the course with id '130'.
"3/01/21, 18:49",Course: Semantic Web,System,Course viewed,The user with id '8389' viewed the course with id '130'.
"3/01/21, 18:49",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,The status of the submission has been viewed.,The user with id '8389' has viewed the submission status page for the assignment with course module id '4717'.
"3/01/21, 18:49",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8389' viewed the 'assign' activity with course module id '4717'.
"3/01/21, 18:49",Course: Semantic Web,System,Course viewed,The user with id '8389' viewed the course with id '130'.
"3/01/21, 18:48",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Course module viewed,The user with id '8389' viewed the 'wiki' activity with course module id '5136'.
"3/01/21, 18:48",Course: Semantic Web,System,Course viewed,The user with id '8389' viewed the course with id '130'.
"3/01/21, 18:46",Course: Semantic Web,System,Course viewed,The user with id '8393' viewed the course with id '130'.
"3/01/21, 18:45",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,The status of the submission has been viewed.,The user with id '8393' has viewed the submission status page for the assignment with course module id '4717'.
"3/01/21, 18:45",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8393' viewed the 'assign' activity with course module id '4717'.
"3/01/21, 18:45",Course: Semantic Web,System,Course viewed,The user with id '8393' viewed the course with id '130'.
"3/01/21, 18:04",Course: Semantic Web,System,Course viewed,The user with id '8393' viewed the course with id '130'.
"3/01/21, 18:04",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,The status of the submission has been viewed.,The user with id '8393' has viewed the submission status page for the assignment with course module id '4717'.
"3/01/21, 18:04",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8393' viewed the 'assign' activity with course module id '4717'.
"3/01/21, 18:04",Course: Semantic Web,System,Course viewed,The user with id '8393' viewed the course with id '130'.
"3/01/21, 18:04",Wiki: ????? ?a ???? ?? ?????? (40 ?.),Wiki,Course module viewed,The user with id '8393' viewed the 'wiki' activity with course module id '5135'.
"3/01/21, 18:04",Course: Semantic Web,System,Course viewed,The user with id '8393' viewed the course with id '130'.
"3/01/21, 18:03",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Course module viewed,The user with id '8393' viewed the 'wiki' activity with course module id '5136'.
"3/01/21, 18:03",Course: Semantic Web,System,Course viewed,The user with id '8393' viewed the course with id '130'.
"3/01/21, 17:51",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Course module viewed,The user with id '8419' viewed the 'wiki' activity with course module id '5136'.
"3/01/21, 17:51",Course: Semantic Web,System,Course viewed,The user with id '8419' viewed the course with id '130'.
"3/01/21, 17:41",Wiki: ?????? ?? ??????,Wiki,Wiki page viewed,The user with id '8423' viewed the page with id '303' for the wiki with course module id '6512'.
"3/01/21, 17:41",Wiki: ?????? ?? ??????,Wiki,Wiki page locks deleted,The user with id '8423' deleted locks for the page with id '303' for the wiki with course module id '6512'.
"3/01/21, 17:41",Wiki: ?????? ?? ??????,Wiki,Wiki page updated,The user with id '8423' updated the page with id '303' for the wiki with course module id '6512'.
"3/01/21, 17:40",Wiki: ?????? ?? ??????,Wiki,Wiki page viewed,The user with id '8423' viewed the page with id '303' for the wiki with course module id '6512'.
"3/01/21, 17:40",Wiki: ?????? ?? ??????,Wiki,Course module viewed,The user with id '8423' viewed the 'wiki' activity with course module id '6512'.
"3/01/21, 17:40",Course: Semantic Web,System,Course viewed,The user with id '8423' viewed the course with id '130'.
"3/01/21, 17:39",Wiki: ?????? ?? ??????,Wiki,Course module viewed,The user with id '8400' viewed the 'wiki' activity with course module id '6512'.
"3/01/21, 17:39",Course: Semantic Web,System,Course viewed,The user with id '8400' viewed the course with id '130'.
"3/01/21, 17:27",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Wiki page viewed,The user with id '8457' viewed the page with id '286' for the wiki with course module id '5136'.
"3/01/21, 17:27",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Wiki page locks deleted,The user with id '8457' deleted locks for the page with id '286' for the wiki with course module id '5136'.
"3/01/21, 17:27",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Wiki page updated,The user with id '8457' updated the page with id '286' for the wiki with course module id '5136'.
"3/01/21, 17:26",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Wiki page viewed,The user with id '8457' viewed the page with id '286' for the wiki with course module id '5136'.
"3/01/21, 17:26",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Wiki page locks deleted,The user with id '8457' deleted locks for the page with id '286' for the wiki with course module id '5136'.
"3/01/21, 17:26",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Wiki page updated,The user with id '8457' updated the page with id '286' for the wiki with course module id '5136'.
"3/01/21, 17:25",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Course module viewed,The user with id '8457' viewed the 'wiki' activity with course module id '5136'.
"3/01/21, 17:18",Wiki: ?????? ?? ??????,Wiki,Wiki page viewed,The user with id '8457' viewed the page with id '303' for the wiki with course module id '6512'.
"3/01/21, 16:55",Wiki: ?????? ?? ??????,Wiki,Wiki page viewed,The user with id '8457' viewed the page with id '303' for the wiki with course module id '6512'.
"3/01/21, 16:53",Course: Semantic Web,System,Course viewed,The user with id '8457' viewed the course with id '130'.
"3/01/21, 15:40",Course: Semantic Web,System,Course viewed,The user with id '8455' viewed the course with id '130'.
"3/01/21, 15:40",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,The status of the submission has been viewed.,The user with id '8455' has viewed the submission status page for the assignment with course module id '4717'.
"3/01/21, 15:40",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8455' viewed the 'assign' activity with course module id '4717'.
"3/01/21, 15:38",Course: Semantic Web,System,Course viewed,The user with id '8455' viewed the course with id '130'.
"3/01/21, 15:37",Course: Semantic Web,System,Course viewed,The user with id '8454' viewed the course with id '130'.
"3/01/21, 15:37",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Course module viewed,The user with id '8454' viewed the 'wiki' activity with course module id '5136'.
"3/01/21, 15:18",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Course module viewed,The user with id '8454' viewed the 'wiki' activity with course module id '5136'.
"3/01/21, 15:14",Course: Semantic Web,System,Course viewed,The user with id '8454' viewed the course with id '130'.
"3/01/21, 15:11",File: ???????? ?? ???????? ?? ?????????? ? ????????? ?? ????? ? ?????? ??????,File,Course module viewed,The user with id '8454' viewed the 'resource' activity with course module id '1026'.
"3/01/21, 15:11",Course: Semantic Web,System,Course viewed,The user with id '8454' viewed the course with id '130'.
"3/01/21, 15:04",Course: Semantic Web,System,Course viewed,The user with id '8456' viewed the course with id '130'.
"3/01/21, 14:40",Course: Semantic Web,System,User profile viewed,The user with id '8454' viewed the profile for the user with id '6532' in the course with id '130'.
"3/01/21, 14:38",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Course module viewed,The user with id '8431' viewed the 'wiki' activity with course module id '5136'.
"3/01/21, 14:37",Course: Semantic Web,System,Course viewed,The user with id '8431' viewed the course with id '130'.
"3/01/21, 14:37",Assignment: ??????? ?? ???. 5,Assignment,The status of the submission has been viewed.,The user with id '8440' has viewed the submission status page for the assignment with course module id '6390'.
"3/01/21, 14:37",Assignment: ??????? ?? ???. 5,Assignment,Course module viewed,The user with id '8440' viewed the 'assign' activity with course module id '6390'.
"3/01/21, 14:37",Assignment: ??????? ?? ???. 5,Assignment,A submission has been submitted.,The user with id '8440' has submitted the submission with id '22671' for the assignment with course module id '6390'.
"3/01/21, 14:37",Assignment: ??????? ?? ???. 5,File submissions,Submission created.,The user with id '8440' created a file submission and uploaded '1' file/s in the assignment with course module id '6390'.
"3/01/21, 14:37",Assignment: ??????? ?? ???. 5,File submissions,A file has been uploaded.,The user with id '8440' has uploaded a file to the submission with id '22671' in the assignment activity with course module id '6390'.
